Graph0.grf,1,4.320447070707071,0.31071511321811823
Graph1.grf,4,3.1699181818181823,0.24287286900916313
Graph2.grf,0,4.289156868686869,0.27411042713210276
Graph3.grf,0,3.205451616161617,0.220921018667754
Graph4.grf,153,4.084387171717172,0.28210279737322125
Graph5.grf,1,4.354392727272727,0.3348214063720166
Graph6.grf,0,4.31868303030303,0.2781424859321558
Graph7.grf,2,4.32039404040404,0.27448040787640626
Graph8.grf,1,4.334762828282828,0.3090483353617656
Graph9.grf,0,4.315262222222222,0.2633186546619333
Graph10.grf,13,3.4631017171717176,0.2929955860921291
Graph11.grf,2,4.378827575757575,0.29054449269060084
Graph12.grf,0,4.38723101010101,0.27483275373488497
Graph13.grf,0,4.310010707070707,0.2527951773397381
Graph14.grf,8,3.1868275757575755,0.20735348738518428
Graph15.grf,4,4.3815935353535345,0.2803307514978208
Graph16.grf,0,4.323737373737373,0.26680427176454263
Graph17.grf,1,4.3721368686868685,0.2790637020088251
Graph18.grf,177,4.578476868686868,0.25890614728375866
Graph19.grf,272,3.9717332323232317,0.3073767203314043
Graph20.grf,4,4.426578484848484,0.22889572635949335
Graph21.grf,1,4.333206363636363,0.42263800112243133
Graph22.grf,0,3.199188787878788,0.2513667870730215
Graph23.grf,1,4.28504404040404,0.2882698925501162
Graph24.grf,0,4.387436969696969,0.24383032523246245
Graph25.grf,1,3.161618888888889,0.24519982260992054
Graph26.grf,1,4.328514343434343,0.31115233157607514
Graph27.grf,0,4.388552121212121,0.2446643738703551
Graph28.grf,1,4.27264404040404,0.2969360674641253
Graph29.grf,6,4.3937034343434345,0.3217851711527416
